metric_id,metric_name,metric_startdate,metric_enddate,hora,demanda,entidad,fecha_hora,dia,mes,trimestre,anio,dia_semana,es_festivo,es_fin_de_semana
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,14,11193770.76,Sistema,2025-11-25 14:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,15,11226772.61,Sistema,2025-11-25 15:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,16,11131050.81,Sistema,2025-11-25 16:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,17,11118573.64,Sistema,2025-11-25 17:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,18,11624791.94,Sistema,2025-11-25 18:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,19,11584665.65,Sistema,2025-11-25 19:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,20,11336795.38,Sistema,2025-11-25 20:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,21,10818214.56,Sistema,2025-11-25 21:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,22,10185705.43,Sistema,2025-11-25 22:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,23,9598278.73,Sistema,2025-11-25 23:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,0,9077225.31,Sistema,2025-11-26 00:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,1,8774033.89,Sistema,2025-11-26 01:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,2,8548874.45,Sistema,2025-11-26 02:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,3,8465938.94,Sistema,2025-11-26 03:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,4,8582876.15,Sistema,2025-11-26 04:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,5,8879518.7,Sistema,2025-11-26 05:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,6,9174859.7,Sistema,2025-11-26 06:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,7,9641013.73,Sistema,2025-11-26 07:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,8,10078448.53,Sistema,2025-11-26 08:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,9,10369395.91,Sistema,2025-11-26 09:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,10,10700271.33,Sistema,2025-11-26 10:00:00,26,11,4,2025,2,False,False
